name,category,food_code,scientific_name,english_name,info,samples_number,edible_part,portion,image,water,energy_kcal,energy_kj,proteins,lipids,cholesterol,available_carbohydrates,starch,soluble_sugars,alcohol,total_fiber,soluble_fiber,insoluble_fiber,sucrose,glucose,fructose,lactose,galactose,maltose,maltotriosium,raffinose,fluorine,sodium,magnesium,phosphorus,chlorine,potassium,calcium,chromium,manganese,iron,nickel,copper,zinc,selenium,iodine,total_carotenoids,alpha_carotene,beta_carotene,cryptoxanthin,lycopene,lutein,retinol,zeaxanthin,vitamin_a_retinol_equivalent,thiamine,riboflavin,niacin,pantothenic_acid,vitamin_b6,biotin,folate,vitamin_b12,vitamin_c,vitamin_d,vitamin_e,alpha_tocopherol,beta_tocopherol,gamma_tocopherol,delta_tocopherol,vitamin_k,Saturated_fatty_acids,C4:0-C10:0,C4:0_butyric_acid,C6:0_capronic_acid,C7:0_enanthic_acid,C8:0_caprylic_acid,C10:0_caprinic_acid,C12:0_lauric_acid,C13:0_tridecanoic_acid,C14:0_myristic_acid,C15:0_pentadecanoic_acid,C16:0_palmitic_acid,C17:0_heptadecanoic_acid,C18:0_stearic_acid,C20:0_arachidic_acid,C22:0_behenic_acid,C24:0_lignoceric_acid,monounsaturated_fatty_acids,C10:1_caproleic_acid,C12:1_lauroleic_acid,C13:1_tridecenoic_acid,C14:1_myristoleic_acid,C15:1_pentadecenoic_acid,C16:1 palmitoleic_acid,C17:1_heptadecenoic_acid,C18:1_oleic_acid,C20:1_eicosenoic_acid,C22:1_erucic_acid,polyunsaturated_fatty_acids,C18:2_linoleic_acid,C18:3_linolenic_acid,C20:4_arachidonic_acid,C20:5_eicosapentaenoic_acid_EPA,C22:6_docosahexaenoic_acid_DHA,polyunsaturated_saturated,alanine,cystine,aspartic_acid,glutamic_acid,phenylalanine,glycine,histidine,isoleucine,lysine,leucine,methionine,proline,arginine,serine,threonine,valine,tryptophan,tyrosine,chemical_index,limiting_amino_acid,caffeic_acid,citric_acid,phytic_acid,malic_acid,apigenin,antioxidant_activity,campferol,phytosterols,fructo-oligosaccharides,myricetin,polyphenols,quercetin,violaxanthin
Cannoli siciliani,Ricette Italiane,PC0002,,Ricotta Stuffed Roll,Dolce tradizionale siciliano. Prodotto inscritto nel registro dei P.A.T.,4,1.0,66,https://www.alimentinutrizione.it/images/tabelle/PC0002.jpg,32.7,325.0,1358.0,7.2,14.6,27,42.7,15.1,26.1,0.0,2.1,0.0,0.0,23.25,0.19,0.21,1.32,0,0.86,0.24,0.0,0,118,24.0,107,0,94,123,0.0,0.0,1.0,0.0,0.08,0.7,9,0,0,0.0,0,0.0,0,19,186,0,186,0.07,0.15,0.03,0.0,0.0,0,0,0.0,0,0.0,0.81,0.76,0,0.48,0.33,0,0,0,1.89,1.17,0.02,0.96,2.75,1.66,0.05,5.8,0.7,26.1,0.59,12.59,0.35,0.17,tr,37.34,0.11,0.02,0.07,0.19,0.14,0,0.34,33.45,0.56,0.07,8.03,7.05,1.02,0,0.0,0.0,0.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Brasato al Barolo,Ricette Italiane,PC0003,,Braised Beef with Barolo,Piatto tradizionale lombardo.,4,1.0,126,https://www.alimentinutrizione.it/images/tabelle/PC0003.jpg,77.0,108.0,452.0,13.8,5.6,28.5,0.3,tr,0.2,0.0,0.6,0.0,0.0,tr,0.01,0.16,0.0,tr,tr,tr,0.0,0,505,26.0,135,0,355,27,0.0,0.0,1.9,0.0,0.1,2.8,12,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,1.97,0.2,16.84,0.37,7.32,0.3,tr,tr,66.30,0,0,0,0.525,0.17,0,0.44,62.57,0.38,tr,6.72,6.055,0.665,0,0.0,0.0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Baccalà alla vicentina,Ricette Italiane,PC0004,,Vicentina Cod,Piatto della tradizione veneta. Prodotto inscritto nel registro dei P.A.T.,4,1.0,230,https://www.alimentinutrizione.it/images/tabelle/PC0004.jpg,28.1,520.0,2174.0,21.5,47.9,80,0.3,tr,0.2,0.0,0.7,0.0,0.0,tr,0.02,tr,0.14,tr,tr,tr,0.0,0,289,35.0,153,0,118,204,0.0,0.0,0.7,0.0,0.1,1.2,36,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0.06,0.06,tr,0.2,0.02,13.87,0.07,2.18,0.29,tr,tr,73.05,tr,tr,tr,0.02,0.01,0,0.11,71.31,0.28,tr,10.21,9.25,0.97,0,0.0,0.0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Castagnaccio,Ricette Italiane,PC0005,,Tuscan Castagnaccio,Dolce tradizionale toscano. Prodotto inscritto nel registro dei P.A.T.,4,1.0,100,https://www.alimentinutrizione.it/images/tabelle/PC0005.jpg,43.4,234.0,978.0,3.4,6.8,2,39.3,21,16.2,0.0,5.8,0.0,0.0,13.05,0.89,0.79,0.64,tr,0.78,0.09,0.0,0,275,46.0,112,0,585,74,0.0,0.0,1.5,0.0,0.41,1.1,5,0,0,0.0,0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0,0.0,0,0.0,0.0,0,0,0,0.09,0.03,tr,0.02,0.04,0.07,tr,0.31,0.04,12.57,0.06,2.34,0.34,tr,tr,63.47,tr,tr,0.01,0.02,0.02,0,0.09,62.02,0.38,tr,20.67,18.28,2.39,0,0.0,0.0,1.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.7,0.0,0.0,0.0,0
Sugo di pomodoro,Ricette Italiane,PC0006,,Tomato sauce,Salsa della gastronomia italiana,2,1.0,100,https://www.alimentinutrizione.it/images/tabelle/PC0006.jpg,85.9,74.0,308.0,1.3,5.7,0,3.6,0,3.6,0.0,1.8,0.64,1.15,0,0.0,0,0.0,0,0,0,0.0,0,694,23.0,45,0,461,41,0.0,0.0,0.6,0.0,0.13,0.17,0,0,0,0.0,0,0.0,0,0,0,0,530,0.17,0.03,0.80,0.0,0.0,0,24,0.0,12,0.0,3.14,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Ragù alla bolognese,Ricette Italiane,PC0007,,Ragù sauce,Salsa tradizionale dell'Emilia Romagna. Prodotto inscritto nel registro dei P.A.T.,2,1.0,100,https://www.alimentinutrizione.it/images/placeholder.png,66.7,196.0,818.0,12.0,15.4,44,1.9,0,1.9,0.0,0.9,0.19,0.69,0,0.0,0,0.0,0,0,0,0.0,0,390,20.0,151,0,511,18,0.0,0.0,1.2,0.0,0.08,2.62,0,0,0,0.0,0,0.0,0,0,0,0,262,0.13,0.16,2.90,0.0,0.0,0,35,0.0,5,0.0,1.1,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Pesto alla genovese,Ricette Italiane,PC0008,,Pesto sauce,Salsa tradizionale ligure. Prodotto inscritto nel registro dei P.A.T.,2,1.0,100,https://www.alimentinutrizione.it/images/tabelle/PC0008.jpg,61.3,250.0,1044.0,11.0,21.8,21,1.8,0,1.8,0.0,1.3,0.38,0.96,0,0.0,0,0.0,0,0,0,0.0,0,416,70.0,330,0,321,368,0.0,0.0,1.4,0.0,0.54,2.45,0,0,0,0.0,34,0.0,0,0,272,0,278,0.07,0.16,0.59,0.0,0.0,0,60,0.0,8,0.0,3.16,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Risotto alla parmigiana,Ricette Italiane,PC0009,,Risotto with parmesan,Piatto della gastronomia italiana,2,1.0,280,https://www.alimentinutrizione.it/images/placeholder.png,62.2,181.0,755.0,4.1,7.5,26,25.4,22.8,0.3,0.0,0.7,0.24,0.44,0,0.0,0,0.0,0,0,0,0.0,0,564,18.0,96,0,111,89,0.0,0.0,0.2,0.0,0.11,0.76,0,0,0,0.0,44,0.0,0,0,85,0,93,0.03,0.03,0.27,0.0,0.0,0,27,0.0,tr,0.0,0.2,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Pasta e fagioli,Ricette Italiane,PC0010,,Pasta and beans,Piatto della gastronomia italiana,2,1.0,350,https://www.alimentinutrizione.it/images/tabelle/PC0010.jpg,75.0,116.0,485.0,4.9,5.1,34,12.2,9.5,1.8,0.0,2.3,0.51,1.79,0,0.0,0,0.0,0,0,0,0.0,0,564,18.0,91,0,111,29,0.0,0.0,1.1,0.0,0.11,0.68,0,0,0,0.0,0,0.0,0,0,0,0,0,0.09,0.05,1.09,0.0,0.0,0,16,0.0,1,0.0,0.26,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Frittata,Ricette Italiane,PC0011,,Omelette,Piatto della gastronomia italiana,2,1.0,80,https://www.alimentinutrizione.it/images/placeholder.png,68.1,185.0,774.0,16.1,13.4,393,0,0,0,0.0,0,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,329,18.0,284,0,149,163,0.0,0.0,1.6,0.0,0.14,1.63,7.18,0,0,0.0,0,0.0,0,0,0,0,275,0.10,0.35,0.11,0.0,0.0,0,64,0.0,0,0.0,1.42,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Spezzatino di vitellone al vino rosso,Ricette Italiane,PC0012,,Stew beef,Piatto della gastronomia italiana,2,1.0,140,https://www.alimentinutrizione.it/images/placeholder.png,66.8,161.0,676.0,18.1,8.6,59,3.0,1.2,1.5,0.0,0.2,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,419,22.0,217,0,317,17,0.0,0.0,2.5,0.0,0.11,5.83,0,0,0,0.0,0,0.0,0,0,0,0,tr,0.12,0.14,2.11,0.0,0.0,0,0,0.0,0,0.0,0.61,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Scaloppina di tacchino al limone,Ricette Italiane,PC0013,,Turkey escalope with lemon,Piatto della gastronomia italiana,2,1.0,155,https://www.alimentinutrizione.it/images/tabelle/PC0013.jpg,61.8,170.0,711.0,20.5,4.9,55,11.5,tr,0.6,0.0,0.3,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,234,22.0,223,0,303,7,0.0,0.0,0.6,0.0,0.06,0.87,0,0,0,0.0,0,0.0,0,0,0,0,tr,0.10,0.08,3.19,0.0,0.0,0,0,0.0,6,0.0,0.27,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Trota al forno,Ricette Italiane,PC0014,,Trout baked,Piatto della gastronomia italiana,2,1.0,155,https://www.alimentinutrizione.it/images/placeholder.png,61.6,186.0,777.0,20.8,8.9,57,5.8,4.9,0.4,0.0,0.3,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,299,21.0,259,0,391,41,0.0,0.0,0.5,0.0,0.07,0.54,0,0,0,0.0,0,0.0,0,0,0,0,0,0.13,0.07,3.30,0.0,0.0,0,0,0.0,2,0.0,1.4,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Merluzzo in umido,Ricette Italiane,PC0015,,Stewed cod,Piatto della gastronomia italiana,2,1.0,175,https://www.alimentinutrizione.it/images/placeholder.png,80.8,86.0,358.0,9.7,4.3,28,1.7,0,1.7,0.0,0.9,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,332,15.0,119,0,321,16,0.0,0.0,0.6,0.0,0.17,1.15,0,0,0,0.0,0,0.0,0,0,0,0,0,0.05,0.04,1.22,0.0,0.0,0,0,0.0,5,0.0,0.9,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Pasta al sugo di pomodoro,Ricette Italiane,PC0016,,Pasta with tomato sauce,Piatto della gastronomia italiana,2,1.0,280,https://www.alimentinutrizione.it/images/tabelle/PC0016.jpg,71.5,113.0,472.0,3.3,2.6,0,19.5,15.7,2.2,0.0,1.6,0.56,1.06,0,0.0,0,0.0,0,0,0,0.0,0,282,24.0,37,0,207,19,0.0,0.0,0.7,0.0,0.11,0.37,0,0,0,0.0,0,0.0,0,0,0,0,215,0.08,0.03,0.68,0.0,0.0,0,17,0.0,5,0.0,1.27,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Pasta al ragù alla bolognese,Ricette Italiane,PC0017,,Pasta with ragù,Piatto della gastronomia italiana,2,1.0,330,https://www.alimentinutrizione.it/images/placeholder.png,64.2,168.0,703.0,8.4,8.0,22,16.0,13.1,1.6,0.0,1.2,0.35,0.84,0,0.0,0,0.0,0,0,0,0.0,0,198,22.0,92,0,275,11,0.0,0.0,1.0,0.0,0.09,1.57,0,0,0,0.0,0,0.0,0,0,0,0,132,0.07,0.10,1.76,0.0,0.0,0,0,0.0,3,0.0,0.56,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Pasta al pesto alla genovese,Ricette Italiane,PC0018,,Pasta with pesto sauce,Piatto della gastronomia italiana,2,1.0,240,https://www.alimentinutrizione.it/images/placeholder.png,61.6,175.0,732.0,6.7,7.2,7,21.4,18.2,1.5,0.0,1.5,0.47,0.99,0,0.0,0,0.0,0,0,0,0.0,0,131,38.0,125,0,123,118,0.0,0.0,1.0,0.0,0.24,1.11,0,0,0,0.0,15,0.0,0,0,118,0,121,0.03,0.08,0.60,0.0,0.0,0,27,0.0,2,0.0,0.99,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Riso al sugo di pomodoro,Ricette Italiane,PC0019,,Rice boiled with tomato,Piatto della gastronomia italiana,2,1.0,320,https://www.alimentinutrizione.it/images/placeholder.png,77.6,90.0,377.0,1.7,2.2,0,16.5,13.7,1.4,0.0,0.8,0.3,0.5,0,0.0,0,0.0,0,0,0,0.0,0,261,14.0,34,0,191,22,0.0,0.0,0.4,0.0,0.09,0.38,2.5,0,0,0.0,0,0.0,0,0,0,0,199,0.08,0.02,0.55,0.0,0.0,0,11,0.0,4,0.0,1.2,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Riso al ragù alla bolognese,Ricette Italiane,PC0020,,Rice with ragu,Piatto della gastronomia italiana,2,1.0,380,https://www.alimentinutrizione.it/images/placeholder.png,69.8,145.0,608.0,6.7,7.4,21,13.6,11.5,1.0,0.0,0.5,0.14,0.38,0,0.0,0,0.0,0,0,0,0.0,0,185,14.0,86,0,257,14,0.0,0.0,0.7,0.0,0.07,1.50,2.1,0,0,0.0,0,0.0,0,0,0,0,124,0.08,0.08,1.58,0.0,0.0,0,19,0.0,3,0.0,0.5,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Riso burro e Parmigiano reggiano,Ricette Italiane,PC0021,,Rice with butter and parmesan,Piatto della gastronomia italiana,2,1.0,220,https://www.alimentinutrizione.it/images/placeholder.png,68.0,144.0,601.0,3.4,5.2,16,22.1,19.9,0.1,0.0,0.2,0.08,0.1,0,0.0,0,0.0,0,0,0,0.0,0,29,10.0,57,0,31,63,0.0,0.0,0.2,0.0,0.09,0.64,4.2,0,0,0.0,30,0.0,0,0,57,0,62,0.03,0.03,0.37,0.0,0.0,0,4,0.0,0,0.0,0.14,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Gnocchi al sugo di pomodoro,Ricette Italiane,PC0022,,Gnocchi with tomato sauce,Piatto della gastronomia italiana,2,1.0,270,https://www.alimentinutrizione.it/images/tabelle/PC0022.jpg,72.8,112.0,467.0,2.5,2.8,tr,19.4,15.6,2.2,0.0,1.8,0.31,0.55,0,0.0,0,0.0,0,0,0,0.0,0,427,20.0,70,0,370,26,0.0,0.0,0.6,0.0,0.09,0.23,0,0,0,0.0,0,0.0,0,0,0,0,254,0.14,0.03,1.11,0.0,0.0,0,11,0.0,6,0.0,1.51,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Gnocchi al ragù alla bolognese,Ricette Italiane,PC0023,,Gnocchi with ragù,Piatto della gastronomia italiana,2,1.0,330,https://www.alimentinutrizione.it/images/tabelle/PC0023.jpg,64.2,175.0,732.0,8.4,9.0,26,15.4,12.6,1.5,0.0,1.3,0.11,0.4,0,0.0,0,0.0,0,0,0,0.0,0,302,19.0,127,0,417,16,0.0,0.0,0.9,0.0,0.07,1.64,0,0,0,0.0,0,0.0,0,0,0,0,152,0.12,0.10,2.27,0.0,0.0,0,20,0.0,3,0.0,0.64,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Gnocchi al pesto alla genovese,Ricette Italiane,PC0024,,Gnocchi with pesto sauce,Piatto della gastronomia italiana,2,1.0,230,https://www.alimentinutrizione.it/images/placeholder.png,61.0,186.0,777.0,6.4,8.4,8,21.7,18.6,1.3,0.0,1.6,0.14,0.36,0,0.0,0,0.0,0,0,0,0.0,0,270,37.0,183,0,299,148,0.0,0.0,0.9,0.0,0.24,1.10,0,0,0,0.0,15,0.0,0,0,118,0,121,0.10,0.08,1.09,0.0,0.0,0,23,0.0,3,0.0,1.2,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Ravioli al burro e salvia,Ricette Italiane,PC0025,,Ravioli with butter and sage,Piatto della gastronomia italiana,2,1.0,190,https://www.alimentinutrizione.it/images/tabelle/PC0025.jpg,54.4,238.0,995.0,6.5,12.9,49,24.7,21.2,1.4,0.0,1.6,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,1,0.0,2,0,2,4,0.0,0.0,0,0.0,0,0,0,0,0,0.0,69,0.0,0,0,121,0,133,0,0,0,0.0,0.0,0,0,0.0,0,0.0,0.34,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Ravioli al sugo di pomodoro,Ricette Italiane,PC0026,,Ravioli with tomato sauce,Piatto della gastronomia italiana,2,1.0,290,https://www.alimentinutrizione.it/images/placeholder.png,70.2,135.0,564.0,4.8,5.1,15,17.6,13.9,2.3,0.0,1.8,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,490,13.0,40,0,150,16,0.0,0.0,0.8,0.0,0.10,0.60,0,0,0,0.0,0,0.0,0,0,0,0,0,0.05,0.04,0.94,0.0,0.0,0,4,0.0,2,0.0,0,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Polenta al sugo di pomodoro,Ricette Italiane,PC0027,,Polenta with tomato sauce,Piatto della gastronomia italiana,2,1.0,450,https://www.alimentinutrizione.it/images/placeholder.png,81.8,73.0,305.0,1.0,1.5,0,14.2,11.9,1.1,0.0,1.1,0.16,0.29,0,0.0,0,0.0,0,0,0,0.0,0,245,8.0,18,0,130,13,0.0,0.0,0.2,0.0,0.04,0.07,0,0,0,0.0,0,0.0,0,0,0,0,138,0.08,0.02,0.49,0.0,0.0,0,6,0.0,3,0.0,0.8,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Polenta al ragù alla bolognese,Ricette Italiane,PC0028,,Polenta with ragù sauce,Piatto della gastronomia italiana,2,1.0,500,https://www.alimentinutrizione.it/images/placeholder.png,75.7,114.0,479.0,4.6,5.3,15,12.4,10.6,0.8,0.0,0.9,0.06,0.23,0,0.0,0,0.0,0,0,0,0.0,0,193,8.0,57,0,184,8,0.0,0.0,0.5,0.0,0.03,0.91,0,0,0,0.0,0,0.0,0,0,0,0,92,0.08,0.06,1.24,0.0,0.0,0,12,0.0,2,0.0,0.37,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Alici al forno,Ricette Italiane,PC0029,,Anchovies baked,Piatto della gastronomia italiana,2,1.0,145,https://www.alimentinutrizione.it/images/placeholder.png,62.2,172.0,720.0,18.2,8.0,63,7.1,4.6,2.1,0.0,0.3,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,580,23.0,214,0,328,165,0.0,0.0,3.2,0.0,1.03,4.34,0,0,0,0.0,0,0.0,0,0,0,0,48,0.10,0.28,14.65,0.0,0.0,0,0,0.0,5,0.0,1.16,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
Spigola al cartoccio,Ricette Italiane,PC0030,,"Sea bass, baked in foil",Piatto della gastronomia italiana,2,1.0,170,https://www.alimentinutrizione.it/images/placeholder.png,73.0,126.0,527.0,16.2,6.4,48,0.9,0,0.9,0.0,0.1,0.0,0.0,0,0.0,0,0.0,0,0,0,0.0,0,325,27.0,201,0,328,25,0.0,0.0,4.0,0.0,0.66,1.97,0,0,0,0.0,0,0.0,0,0,0,0,32,0.11,0.16,0.20,0.0,0.0,0,0,0.0,2,0.0,1.05,0.0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0
